IndicatorID,IndicatorName,IndicatorUnits,ProjectID,EIPProjectNumber,IndicatorProjectYear,IndicatorProjectValue,PMSubcategoryName1,PMSubcategoryOption1,PMSubcategoryName2,PMSubcategoryOption2,PMSubcategoryName3,PMSubcategoryOption3,PMSubcategoryName4,PMSubcategoryOption4
19,Acres of Forest Fuels Reduction Treatment,acres,34,02.01.01.0002,2011,5.5,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,49,02.01.01.0003,2010,40.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,67,02.01.01.0004,2009,4.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,70,02.01.01.0005,2013,5.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,71,02.01.01.0006,2009,13.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Chipping,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,73,02.01.01.0007,2013,68.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,74,02.01.01.0008,2010,26.4,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Chipping,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,75,02.01.01.0009,2012,15.0,Treatment Zone,Urban Core,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,California Tahoe Conservancy
19,Acres of Forest Fuels Reduction Treatment,acres,75,02.01.01.0009,2013,30.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Urban Core
19,Acres of Forest Fuels Reduction Treatment,acres,77,02.01.01.0010,2009,6.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Chipping,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,78,02.01.01.0011,2009,3.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,79,02.01.01.0012,2009,6.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Urban Core
19,Acres of Forest Fuels Reduction Treatment,acres,80,02.01.01.0013,2009,13.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2016,25.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada State Parks
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2015,32.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2015,88.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2015,43.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2015,68.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2014,76.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2014,23.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2014,100.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2014,5.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2012,28.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2012,10.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2012,5.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2012,5.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2013,27.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2013,173.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2016,28.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2016,14.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2016,123.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,General Forest
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2017,37.0,Treatment Zone,Threat Zone,Treatment Type,Chipping,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada State Parks
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2017,10.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2017,42.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,101,02.01.01.0014,2017,9.0,Treatment Zone,Community Defense Zone,Treatment Type,Chipping,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada State Parks
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2015,20.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2014,2.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2013,203.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2011,134.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,General Forest
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2010,175.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2009,310.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2008,60.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2009,35.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2009,182.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2008,182.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2008,196.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2010,171.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2011,113.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2012,186.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2012,115.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2012,192.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2012,118.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2013,83.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2014,24.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,112,02.01.01.0015,2014,7.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,125,02.01.01.0016,2010,86.5,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,127,02.01.01.0017,2010,7.1,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,128,02.01.01.0018,2010,30.0,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)",Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,130,02.01.01.0020,2010,63.2,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,131,02.01.01.0021,2010,46.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,132,02.01.01.0022,2010,40.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,152,02.01.01.0023,2009,75.4,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)",Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2008,45.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2007,20.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2007,57.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2007,270.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2007,40.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2013,3.0,Property Ownership,Nevada State Parks,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2014,170.0,Property Ownership,Nevada Division of State Lands,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,166,02.01.01.0024,2010,166.0,Property Ownership,Nevada Division of State Lands,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2023,8.5,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2020,4.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2014,18.44,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2011,63.76,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2012,49.33,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2013,27.7,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2013,17.86,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2014,49.28,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2010,41.3,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2009,8.1,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2008,9.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2009,69.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2010,35.16,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2011,31.64,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2012,31.21,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2015,16.22,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2015,14.7,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2016,9.75,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2016,9.15,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2017,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2017,20.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2018,11.2,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2018,20.5,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2019,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2019,16.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2020,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2020,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2021,3.58,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2021,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2021,2.69,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
